Name,Owner,Address,Latitude,Longitude,Year
George & Dragon,Driver Thomas,17 Paradise Row Chelsea London ,51.4848064,-0.1603522,1839
Horse and Groom,Haynes John,8 John Street Edgware Road London ,51.513601,-0.1603269,1839
Portman Arms,Blake Hy,Upper Berkeley Street  London ,51.5154804,-0.159978,1839
Crown,Weeks Wm,35 York Street Westminster London ,51.5203188,-0.1595969,1839
Gloucester Tavern,Keep Luke Samuel,187 Sloane Street  London ,51.499949,-0.1595481,1839
Bricklayers Arms,Crouch Ann,22 Kingsgate street  London ,51.4915449,-0.1594121,1839
Coach Makers Arms,Taylor William,Bryanstone Street  London ,51.5141831,-0.1593855,1839
Assembly House,White Sarah,Gloucester Place Kentish Town London ,51.5208203,-0.1592457,1839
Gloucester Arms,Adams Matthew,Gloucester Place Kentish Town London ,51.5208203,-0.1592457,1839
Hope & Anchor,Hughes Hugh,Gloucester Place Camden Town London ,51.5208203,-0.1592457,1839
Grapes,Smith Edward,24 Primrose Hill  London ,51.5404441,-0.1592355,1839
Hertford Arms,Bax George,13 Little Grosvenor Street  London ,51.4955205,-0.1588929,1839
Red Lion,Barwick Henry,6 Fleet Lane  London ,51.5531744,-0.1586574,1839
Globe,Harris Thomas,22 York Place Marylebone London ,51.5208122,-0.158427,1839
Bakers Coffee House,Franklin Joseph,14 Old Quebec Street  London ,51.5142669,-0.158122,1839
Prince of Wales,Flower Edward,15 York street Westminster London ,51.5207094,-0.1580327,1839
Star & Garter,Smith George,26 Sloane Square  London ,51.4923521,-0.1580252,1839
Globe,James Henry,9 York Street Borough London ,51.5207704,-0.1577129,1839
Coronation Arms,Bingley M A,125 Upper Seymour Street  London ,51.5148502,-0.1576866,1839
Masons Arms,Carruthers Jas,14 Adam Street West Upper Seymour Street London ,51.5148502,-0.1576866,1839
Queens Head,Chipp John,20 Parkside Knightsbridge London ,51.5024602,-0.1576724,1839
Fox & Bull,Gray Wm,Parkside Knightsbridge London ,51.5024602,-0.1576724,1839
Punch Bowl,Allnutt William,4 Farm Street Berkeley Square London ,51.5152905,-0.1575983,1839
Bell,James William,6 York Street Westminster London ,51.5209164,-0.1575846,1839
Fountain,Thomas Jos,19 Lower Sloane Street Pimlico London ,51.4915756,-0.1573711,1839
Bee Hive,Dunnell John,126 Crawford Street  London ,51.5200434,-0.1573312,1839
Friend at Hand,Thomspon Wm. Elizabeth Street,Sloane Street  London ,51.4907209,-0.1570958,1839
Rose & Crown,Weston Jno,1 Turks Row Lower Sloane Street London ,51.4907209,-0.1570958,1839
Barley Mow,Enock Mary,8 Dorset Street Portman Square London ,51.5156214,-0.1568636,1839
Caledonian Arms,Cross John,20 Princes street Portman Square London ,51.5156214,-0.1568636,1839
St Andrew,Davies Joseph,George Street Portman Square London ,51.5156214,-0.1568636,1839
Seymour Arms,Fuller John,9 Seymour Place Portman Square London ,51.5156214,-0.1568636,1839
Wheat Sheaf,Hodges Thomas,17 Dorset Street Portman Square London ,51.5156214,-0.1568636,1839
Worcester Arms,Maudy Henry,George Street Portman Square London ,51.5156214,-0.1568636,1839
City of Hereford,Burke Philip,King Street Portman Square London ,51.5156214,-0.1568636,1839
Cleveland Arms,Hodges Joseph,Montague Street Portman Square London ,51.5156214,-0.1568636,1839
Prince Regent,Gandar Chas,23 Seymour Place Portman Square London ,51.5156214,-0.1568636,1839
Stag,Coomber Wm,29 Dorset Street Portman Square London ,51.5156214,-0.1568636,1839
Wilton Arms,Kerridge Geo,10 Kinnerton Street  London ,51.5000221,-0.1567247,1839
Kings Arms,Betts James,51 Sloane Square Chelsea London ,51.4927561,-0.1565314,1839
Woodman,Skelton William,11 D'Oyley Street Chelsea London ,51.4945395,-0.1565308,1839
Bedford Arms,Coppin Joseph,1 Pont Street Pimlico London ,51.4973582,-0.1564264,1839
Turks Head,White James,10 Motcomb Street  London ,51.4996472,-0.156391,1839
Canteen,Howard Jas.,Barracks Portman street London ,51.5145227,-0.1563481,1839
Apollo,Gurney Arthur,28 Paddington Street  London ,51.5204933,-0.1557897,1839
Volunter,Hodges Ebenezer,28 Upper Baker Street  London ,51.5178858,-0.155366,1839
Coach Makers Arms,Robbins John,Belgrave Mews  London ,51.4979862,-0.1550616,1839
St Lukes Head,Goode William,Blackburn Mews Upper Brook Street London ,51.5113849,-0.1548946,1839
Castle,Ewins Saml.,4 Shepherd’s court Upper Brook street London ,51.5113849,-0.1548946,1839
Vine,Robinson Wm,Fitzroy Terrace Kentish Town London ,51.5399209,-0.1547668,1839
Wallaces Head,Hart George,Blandford Street  London ,51.5182912,-0.1547393,1839
Westmoreland Arms,Wood Thomas,2 George Street Baker Street London ,51.5166291,-0.1546906,1839
Three Johns,Brady James,3 Little Parke Street Westminster London ,51.5108692,-0.1546572,1839
Royal Standard,Ramsway Charles,1 Upper Dorset Street  London ,51.5198727,-0.1545627,1839
Kings Arms,Richards Thomas Bailey,8 Green Bank St Georges East London ,51.5128531,-0.1545263,1839
George & Bull,Plumb Edward,67 Orchard Street Westminster London ,51.5148453,-0.1542591,1839
Kings Arms,Coneybeare John,48 Orchard Street Westminster London ,51.5148453,-0.1542591,1839
Kings Head,Gallon Sarah,52 Orchard Street Westminster London ,51.5148453,-0.1542591,1839
White Horse,Poole Benj,62 Orchard Street Westminster London ,51.5148453,-0.1542591,1839
Regents Arms,Tarr Nathaniel,York Terrace Regents Park London ,51.5233766,-0.154259,1839
Mechanics Institution Tavern,Goldspink Thomas,29 Circus Street Marylebone London ,51.5225413,-0.1539409,1839
Marlborough Head,Rolls John,24 North Audley Street  London ,51.5133584,-0.1538461,1839
Greyhound,Peirse William James,8 Upper Grange Road  London ,51.5769663,-0.1537589,1839
Old Pitts Head,Lomas Wm,20 Paddington Street  London ,51.5207952,-0.1536308,1839
New Crown and Cushion,Smith Abel,55 Mount Street Lambeth London ,51.5091893,-0.1535607,1839
Vernons Head,Clarke George Wood,32 North Audley Street  London ,51.5126902,-0.1535423,1839
Three Stags,Gaskarth Harriet,9 Walsingham Place Lambeth London ,51.4545402,-0.1535017,1839
Old Crown and Cushion,Pottinger Thos,63 Mount Street Lambeth London ,51.5091975,-0.1534309,1839
Globe,Graham John,43 North Audley Street  London ,51.512237,-0.1532704,1839
York Minster,Speck John,8 North Audley Street  London ,51.5127413,-0.1531624,1839
Nottingham Arms,Dymes John,Nottingham Street Marylebone London ,51.521317,-0.153076,1839
Old Black Horse,Roberts William,400 Oxford Street  London ,51.5146301,-0.1528271,1839
Old Cheshire Cheese,Simpson Thomas,16 Mount Pleasant  London ,51.6498401,-0.1526536,1839
Bedford Arms,Kerridge Jas,13 South Street Marylebone London ,51.5082034,-0.152639,1839
Pelham Arms,Chandler Thos,18 George Street  London ,51.5179389,-0.1525332,1839
Adam & Eve,Fox William,6 Duke Street Chelsea London ,51.5159946,-0.1525139,1839
New London Bridge Tavern,Wallis Thomas,1 Duke Street Borough London ,51.5163502,-0.1524729,1839
Robin Hood,Sizer William Paul,1 Duke Street Westminster London ,51.5163502,-0.1524729,1839
Three Tuns,Sneezum Charles,429 Oxford Street  London ,51.5139644,-0.1524018,1839
George IV,Upperton Samuel,3 Duke Street Lisson Grove London ,51.5162476,-0.1522575,1839
White Hart,Hardy Getge,14 Duke Street Chelsea London ,51.5158141,-0.1522136,1839
Rising Sun,Sargent Henry,79 High Stret Marylebone London ,51.5208465,-0.1521472,1839
Fortune of War,Hall Henry,92 east Street Marylebone London ,51.5199629,-0.1521236,1839
White Horse,Bishop Joseph,50 South Audley Street  London ,51.509963,-0.1520786,1839
Lord Tyrawley,White George,71 High Street Marylebone London ,51.521496,-0.152038,1839
Queens Head,Long Samuel,93 High Street Marylebone London ,51.51991,-0.1520193,1839
Nell Gwynne,Watson William,1 Grosvenor Row Pimlico London ,51.5017253,-0.1519322,1839
Black Horse,Temple Richard,109 High Street Marylebone London ,51.518942,-0.1518769,1839
Nags Head,Burgess William,37 South Audley Street  London ,51.5098427,-0.1517181,1839
Merlins Cave,Edwards Richard,64 South Audley Street  London ,51.5088502,-0.1517116,1839
Marquess of Granby,Harrison George,28 South Audley Street  London ,51.5093034,-0.1516641,1839
Rose of Normandy,Thorp Benjamin Martin,32 High Street Marylebone London ,51.5202578,-0.1516553,1839
Sun and Sportsman,Bowdidge James,64 High Street Marylebone London ,51.5221077,-0.1516101,1839
Windsor Castle,Flowers Jane Brooks,33 Park Terrace Regents park London ,51.5379718,-0.1515892,1839
Waterloo Arms,Gledhill John William,50 High Street Marylebone London ,51.52162,-0.151588,1839
Marylebone Coffee House,Burgar John,34 East Street Marylebone London ,51.520317,-0.1515702,1839
Shepherd & Flock,Minton John,27 High Street Marylebone London ,51.5198652,-0.1515581,1839
Horse and Groom,Ward Joseph,George Yard Duke Street London ,51.5145231,-0.1515463,1839
York Arms,Allingham George,54 East Street Marylebone London ,51.5217881,-0.1515458,1839
Carved Lion,Venier Stephen,30 South street South Audley street London ,51.5093636,-0.1515239,1839
Angel,Haycock Justinian,Thayer street  London ,51.517679,-0.1514677,1839
Feathers,Powell Charles,50 Duke Street St James London ,51.5140024,-0.1513022,1839
Albemarle Arms,Braithwaite Samuel,South Audley Street  London ,51.5084201,-0.1512623,1839
Marquess of Wellington,Pallett John,South Stret Lambeth London ,51.5084201,-0.1512623,1839
Duke of Wellington,Thirst Edward,South Street Chelsea London ,51.5084201,-0.1512623,1839
Royal Exchange,Dunn William,Adams mews South Audley Street London ,51.5084201,-0.1512623,1839
Horse and Groom,Cook Thomas,24 Mount Street Lambeth London ,51.5098477,-0.1512003,1839
Bird in Hand,Fairlam Richard,396 Oxford Street  London ,51.5143383,-0.1511986,1839
Queens Head,Hodson Henry,412 Oxford Street  London ,51.5141971,-0.1510112,1839
Mischief,Cranch Richard,414 Oxford Street  London ,51.5141971,-0.1510112,1839
Union,Dymes Daniel,26 Marylebone Street  London ,51.5195982,-0.1509711,1839
Crown,Robertson Alexander,25 Marylebone Street  London ,51.5195982,-0.1509711,1839
North Pole,Hills George,387 Oxford Stret  London ,51.514224,-0.1509692,1839
Delaware Arms,Roche Lawrence,220 Oxford Street  London ,51.5143781,-0.1509634,1839
Royal Oak,Bluck Lacy,Circus Street Marylebone London ,51.5194337,-0.150962,1839
Kings Arms,Wilson Frances,12 Marylebone Street  London ,51.5191124,-0.1508956,1839
Six Bells,Bray William,15 Adams Place Chelsea London ,51.5101078,-0.1507921,1839
Coffee House,Laurence William,21 James Street Covent Garden London ,51.5151127,-0.1507746,1839
Grapes,Lawrence Wm,21 James Street Covent Garden London ,51.5151127,-0.1507746,1839
City of Norwich,Plevy John,2 North Row Park Lane London ,51.5054176,-0.1505921,1839
Rose & Crown,Graves Ann,2 Park Lane  London ,51.5054176,-0.1505921,1839
Stags Head,Hitchings Thomas,13 New Cavendish Street  London ,51.5187805,-0.1505892,1839
Coach & Horses,Sandiford William,James Street Kensington London ,51.5149925,-0.1505871,1839
Cross Keys,Bushill William,34 Marylebone Lane  London ,51.5167122,-0.1505781,1839
Sawyers Arms,Cullingford Mark,20 Marylebone Lane  London ,51.5165092,-0.150487,1839
Coach Makers Arms,Edwards George,24 Marylebone Lane  London ,51.5165092,-0.150487,1839
St Lukes Head,Goode William,8 King Street Grosvenor Square London ,51.5123365,-0.1504827,1839
White Lion,Staples John,24 James Street Covent Garden London ,51.5149236,-0.1504706,1839
Pitts Head,Rees James,78 Pitts Head mews Mayfair London ,51.5058042,-0.1503526,1839
New Inn,Schofield George,9 Bulstrode Street  London ,51.5177867,-0.1502956,1839
Nags Head,Hieron James,10 James Street Covent Garden London ,51.5146436,-0.1502333,1839
Cock & Lion,Fothergill Parkin,Wigmore Street  London ,51.5161431,-0.1502278,1839
George,Carter Christopher,53 South Street Grosvenor Square London ,51.511109,-0.1501275,1839
Albion,Christopher Jos,8 Duke Street Grosvenor Square London ,51.511562,-0.1500495,1839
Barley Mow,Pearce Richard,40 Duke Street Grosvenor Square London ,51.511562,-0.1500495,1839
Kings Arms,Keene James,2 Duke Street Grosvenor Square London ,51.511562,-0.1500495,1839
Rose & Crown,Tait James,Hart Street Grosvenor Square London ,51.511562,-0.1500495,1839
Running Horse,Mitchell Edward,32 Duke Street Grosvenor Square London ,51.511562,-0.1500495,1839
George & Dragon,Pearson James,121 Barret Street Lambeth London ,51.5151248,-0.14999,1839
Globe,Modson William,Derby Street Kings Cross London ,51.5061573,-0.1498657,1839
Talbot,Goodyer Wm,21 Little Chester Street Pimlico London ,51.4989274,-0.1496187,1839
Flask tavern,Brown Thomas,9 Ebury Street  London ,51.4941032,-0.1495478,1839
Coach & Horses,Caddell Archibald,37 Hill Street Mayfair London ,51.5081141,-0.1493857,1839
Queens Arms,Thompson Ann,381 Oxford Street  London ,51.5142043,-0.1493277,1839
Bricklayers Arms,Smith Edw.,12 Elizabeth street S. Pimlico London ,51.4930971,-0.1491773,1839
Edinborough Castle,Wressell Joseph,Welbeck Street  London ,51.5171538,-0.1491665,1839
Prince of Wales,Minter John,1 Brick Street Mayfair London ,51.5049448,-0.1491156,1839
Shakspeares Head,Davis Margaret Isabella,2 Eaton Street Pimlico London ,51.4973369,-0.1488615,1839
Crown,Davis Philip,356 Oxford Street  London ,51.5145723,-0.1488348,1839
White Hart,Bright Benjamin,66 Welbeck Street  London ,51.5159562,-0.1488031,1839
Olivers Mount,Weldon William,Mount Row Davies Street London ,51.5122728,-0.1487482,1839
Seabright Arms,Curran James,Hill Street  London ,51.5085622,-0.1486976,1839
Belgrave,Verey Rebecca,1 Upper Ebury Street  London ,51.4952577,-0.1486846,1839
Grapes,Allinson Luke,23 South Molton Street  London ,51.5138646,-0.1486842,1839
Wheat Sheaf,Brown Charles,365 Oxford Street  London ,51.5144455,-0.1486261,1839
Running Horse,Ansell Jno,128 Piccadilly  London ,51.5041786,-0.148521,1839
Cheshire Cheese,Mitchell John,51 Grosvenor Row Chelsea London ,51.5113057,-0.1483982,1839
Coach & Horses,Payne Richard,1 Welbeck Street  London ,51.5155249,-0.1483427,1839
Bleeding Heart,Edmonds Jno,19 Charles Street  London ,51.5075351,-0.1483399,1839
Compasses,Cane Thomas,58 Upper Ebury Street  London ,51.4956023,-0.1481798,1839
Red Lion,Hampton Thos,19 Upper Ebury Street Pimlico London ,51.4956085,-0.1481715,1839
Kings Arms,Marson Henry,47 Upper Ebury Street Pimlico London ,51.4956085,-0.1481715,1839
Bricklayers Arms,Garratt Henry,46 South Molton street  London ,51.513964,-0.1481547,1839
Grapes,Heath John,Sun Court Curzon Street London ,51.5066946,-0.1479503,1839
White Swan,Attwood John,120 Piccadilly  London ,51.5041866,-0.1479409,1839
Feathers,Preston Thomas,4 Charles Court Strand London ,51.5075271,-0.1478536,1839
York Arms,Ender John. Curzon Street,Mayfair  London ,51.5116269,-0.147806,1839
Feathers,Adams Thomas,336 Oxford Street  London ,51.5149715,-0.1477931,1839
Tankard,Foreman Richard,54 Brook Street West Square London ,51.5127909,-0.1477638,1839
Yorkshire Grey,Seamark John,Woodstock Street  London ,51.5144614,-0.1477535,1839
Dover Castle,Watchorn Jno Henry,1 Mount Street Lambeth London ,51.5104776,-0.1477311,1839
Weymouth Arms,Hobby Jas,Weymouth Street  London ,51.5205597,-0.1476854,1839
Edinborough Castle,Barron William,58 Park Crescent Mews  London ,51.5231692,-0.1476711,1839
Rose,Sanders Thomas,88 Wimpole Street  London ,51.5167894,-0.1476413,1839
Grosvenor Arms,Sadler Wm,Lower Belgrave Street Pimlico London ,51.4962523,-0.147492,1839
Nags Head,Haynes William,343 Oxford Street  London ,51.5144821,-0.1473716,1839
Globe,Elston Henry,57 South Molton Street  London ,51.5135934,-0.1473461,1839
Dog & Duck,Jones John,18 Queen Street Soho London ,51.5072462,-0.1473369,1839
Builders’ Arms,Stoatt Thomas,Charles street Kensington London ,51.5077901,-0.1473217,1839
Lord Nelson,Morley Geo,Charles Street St Georges East London ,51.5077901,-0.1473217,1839
Fighting Cocks,English Sarah,43 St John Street Brick Lane London ,51.5053172,-0.1472197,1839
Feathers,Wills Isaac,48 Grosvenor Place Pimlico London ,51.4982693,-0.14714,1839
Union,Adams Robert,22 Queen Street Pimlico London ,51.507022,-0.1471197,1839
Dukes Head,Ruming David,1 Queen Street Chelsea London ,51.50713,-0.1470643,1839
Orange,Meyrich Edw Stanton,33 Queen Street Pimlico London ,51.5070357,-0.1470536,1839
New Chesterfield Arms,Cozens Isaacs,10 Carrington Mews Mayfair London ,51.5061968,-0.1470194,1839
Old Chesterfield Arms,Garringe William,11 Shepherd Street Mayfair London ,51.5061853,-0.1470159,1839
Turks Head,Glaze Samuel,64 Harley Street  London ,51.519605,-0.1469859,1839
Hampshire Hog,Webber William,37 Chalrs Street Westminster London ,51.5078506,-0.1469071,1839
Marlborough Arms,Barwell Ann,3 Blenheim Street  London ,51.5140423,-0.1468571,1839
Three Sugar Loaves,Brown James,101 St John Street Brick Lane London ,51.5053656,-0.1468273,1839
Coach & Horses,Chenery Geo,11 Charles Street Covent Garden London ,51.5081761,-0.1468055,1839
White Hart,Hewitt William,3 whitehart Cort Brook Street London ,51.5129778,-0.1467894,1839
Hercules,Beckett William,14 Devonshire Street Lisson Grove London ,51.521927,-0.146757,1839
Fish & Bell,West John Lambert,9 Charles Street Soho London ,51.5082816,-0.1466487,1839
George,Best William,19 Queen Ann Street  London ,51.5181298,-0.146591,1839
Kings Arms,Hooper James,1 Shepherds Market  London ,51.5063562,-0.1464707,1839
Dolphin,Roberts W H,318 Oxford Street  London ,51.5152386,-0.1464017,1839
Sun,Wyman Charles,47 Curzon Street Mayfair London ,51.5068305,-0.1463973,1839
Dover Castle,Wicks Mary,Weymouth Mews  London ,51.5201438,-0.1463791,1839
Greyhound,Sams John,28 Brook Street Holborn London ,51.5130875,-0.1463228,1839
Essex Serpent,Nurse Mary,42 Charles Street Westminster London ,51.508142,-0.1461812,1839
Plumbers Arms,Till William,1 Lower Belgrave Street  London ,51.4955897,-0.1461148,1839
Coach & Horses,Werrell Merrield,11 Avery Row  London ,51.5126201,-0.1460304,1839
